'Testing Application'|'Project Name'|'Provider'|'Test Type'|'Test Step'|'Assertion'|'Result'|'Error Message'|'Result Numeric'
'postman'|'Trace Interop'|'Mavennet'|'Presentations Exchange Tutorial'|'Sign Presentation'|'`verifiable_presentation` persisted to collectionVariables'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Mavennet'|'Presentations Exchange Tutorial'|'Complete Exchange'|'`verifier_access_token` collection variable must be set'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Mavennet'|'Presentations Exchange Tutorial'|'Complete Exchange'|'must return `200 Success` status'|'Fail'|'expected response to have status code 200 but got 400'|'0'
'postman'|'Trace Interop'|'Mavennet'|'Presentations Exchange Tutorial'|'Complete Exchange'|'verification response should be ''true'''|'Fail'|'expected undefined to be true'|'0'
'postman'|'Trace Interop'|'Transmute'|'Presentations Exchange Tutorial'|'Get Access Token (Issuer)'|'must return `200 Success` status'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Transmute'|'Presentations Exchange Tutorial'|'Get Access Token (Issuer)'|'response body must include non-empty access_token'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Transmute'|'Presentations Exchange Tutorial'|'Get Access Token (Issuer)'|'response body must represent `Bearer` token'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Transmute'|'Presentations Exchange Tutorial'|'Get Access Token (Issuer)'|'returned token must expire in the future'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Transmute'|'Presentations Exchange Tutorial'|'Get Access Token (Issuer)'|'`access_token` persisted to collectionVariables'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Transmute'|'Presentations Exchange Tutorial'|'Get Access Token (Verifier)'|'must return `200 Success` status'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Transmute'|'Presentations Exchange Tutorial'|'Get Access Token (Verifier)'|'response body must include non-empty access_token'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Transmute'|'Presentations Exchange Tutorial'|'Get Access Token (Verifier)'|'response body must represent `Bearer` token'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Transmute'|'Presentations Exchange Tutorial'|'Get Access Token (Verifier)'|'returned token must expire in the future'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Transmute'|'Presentations Exchange Tutorial'|'Get Access Token (Verifier)'|'`access_token` persisted to collectionVariables'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Transmute'|'Presentations Exchange Tutorial'|'Get Organization DIDs'|'`issuer_access_token` collection variable must be set'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Transmute'|'Presentations Exchange Tutorial'|'Get Organization DIDs'|'Status code is 200'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Transmute'|'Presentations Exchange Tutorial'|'Get Organization DIDs'|'must include valid JSON response body'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Transmute'|'Presentations Exchange Tutorial'|'Get Organization DIDs'|'didDocument must be present in response body'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Transmute'|'Presentations Exchange Tutorial'|'Get Organization DIDs'|'alsoKnownAs MUST be present'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Transmute'|'Presentations Exchange Tutorial'|'Get Organization DIDs'|'alsoKnownAs MUST be an array'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Transmute'|'Presentations Exchange Tutorial'|'Get Organization DIDs'|'alsoKnownAs values MUST be unique'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Transmute'|'Presentations Exchange Tutorial'|'Get Organization DIDs'|'alsoKnownAs[1] must be present'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Transmute'|'Presentations Exchange Tutorial'|'Get Organization DIDs'|'verification method controller must match did subject'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Transmute'|'Presentations Exchange Tutorial'|'Get Organization DIDs'|'`credential_issuer_id` persisted to collectionVariables'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Transmute'|'Presentations Exchange Tutorial'|'Issue Credential'|'`issuer_access_token` collection variable must be set'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Transmute'|'Presentations Exchange Tutorial'|'Issue Credential'|'`credential_issuer_id` collection variable must be set'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Transmute'|'Presentations Exchange Tutorial'|'Issue Credential'|'must return `201 Created` status'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Transmute'|'Presentations Exchange Tutorial'|'Issue Credential'|'`verifiable_credential` persisted to collectionVariables'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Transmute'|'Presentations Exchange Tutorial'|'Initiate Exchange'|'`verifier_access_token` collection variable must be set'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Transmute'|'Presentations Exchange Tutorial'|'Initiate Exchange'|'must return `200 Success` status'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Transmute'|'Presentations Exchange Tutorial'|'Initiate Exchange'|'response must include ''domain'' property'|'Fail'|'Unexpected token ''<'' at 1:1
<!doctype html><html lang="en"><head><meta charset="utf-8"/><link rel="shortcut
^'|'0'
'postman'|'Trace Interop'|'Transmute'|'Presentations Exchange Tutorial'|'Initiate Exchange'|'response must include ''challenge'' property'|'Fail'|'Unexpected token ''<'' at 1:1
<!doctype html><html lang="en"><head><meta charset="utf-8"/><link rel="shortcut
^'|'0'
'postman'|'Trace Interop'|'Transmute'|'Presentations Exchange Tutorial'|'Sign Presentation'|'`issuer_access_token` collection variable must be set'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Transmute'|'Presentations Exchange Tutorial'|'Sign Presentation'|'`credential_issuer_id` collection variable must be set'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Transmute'|'Presentations Exchange Tutorial'|'Sign Presentation'|'`verifiable_credential` collection variable must be set'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Transmute'|'Presentations Exchange Tutorial'|'Sign Presentation'|'`domain` collection variable must be set'|'Fail'|'expected '''' not to be empty'|'0'
'postman'|'Trace Interop'|'Transmute'|'Presentations Exchange Tutorial'|'Sign Presentation'|'`challenge` collection variable must be set'|'Fail'|'expected '''' not to be empty'|'0'
'postman'|'Trace Interop'|'Transmute'|'Presentations Exchange Tutorial'|'Sign Presentation'|'must return `200 Success` status'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Transmute'|'Presentations Exchange Tutorial'|'Sign Presentation'|'`verifiable_presentation` persisted to collectionVariables'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Transmute'|'Presentations Exchange Tutorial'|'Complete Exchange'|'`verifier_access_token` collection variable must be set'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Transmute'|'Presentations Exchange Tutorial'|'Complete Exchange'|'must return `200 Success` status'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Transmute'|'Presentations Exchange Tutorial'|'Complete Exchange'|'verification response should be ''true'''|'Fail'|'Unexpected token ''<'' at 1:1
<!doctype html><html lang="en"><head><meta charset="utf-8"/><link rel="shortcut
^'|'0'
'postman'|'Trace Interop'|'Mavennet'|'Presentations Exchange Tutorial'|'Get Access Token (Issuer)'|'must return `200 Success` status'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Mavennet'|'Presentations Exchange Tutorial'|'Get Access Token (Issuer)'|'response body must include non-empty access_token'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Mavennet'|'Presentations Exchange Tutorial'|'Get Access Token (Issuer)'|'response body must represent `Bearer` token'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Mavennet'|'Presentations Exchange Tutorial'|'Get Access Token (Issuer)'|'returned token must expire in the future'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Mavennet'|'Presentations Exchange Tutorial'|'Get Access Token (Issuer)'|'`access_token` persisted to collectionVariables'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Mavennet'|'Presentations Exchange Tutorial'|'Get Access Token (Verifier)'|'must return `200 Success` status'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Mavennet'|'Presentations Exchange Tutorial'|'Get Access Token (Verifier)'|'response body must include non-empty access_token'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Mavennet'|'Presentations Exchange Tutorial'|'Get Access Token (Verifier)'|'response body must represent `Bearer` token'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Mavennet'|'Presentations Exchange Tutorial'|'Get Access Token (Verifier)'|'returned token must expire in the future'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Mavennet'|'Presentations Exchange Tutorial'|'Get Access Token (Verifier)'|'`access_token` persisted to collectionVariables'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Mavennet'|'Presentations Exchange Tutorial'|'Get Organization DIDs'|'`issuer_access_token` collection variable must be set'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Mavennet'|'Presentations Exchange Tutorial'|'Get Organization DIDs'|'Status code is 200'|'Fail'|'expected response to have status code 200 but got 500'|'0'
'postman'|'Trace Interop'|'Mavennet'|'Presentations Exchange Tutorial'|'Get Organization DIDs'|'must include valid JSON response body'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Mavennet'|'Presentations Exchange Tutorial'|'Get Organization DIDs'|'didDocument must be present in response body'|'Fail'|'expected { Object (message) } to have property ''didDocument'''|'0'
'postman'|'Trace Interop'|'Mavennet'|'Presentations Exchange Tutorial'|'Get Organization DIDs'|'alsoKnownAs MUST be present'|'Fail'|'Target cannot be null or undefined.'|'0'
'postman'|'Trace Interop'|'Mavennet'|'Presentations Exchange Tutorial'|'Get Organization DIDs'|'alsoKnownAs MUST be an array'|'Fail'|'Cannot destructure property ''alsoKnownAs'' of ''pm.response.json(...).didDocument'' as it is undefined.'|'0'
'postman'|'Trace Interop'|'Mavennet'|'Presentations Exchange Tutorial'|'Get Organization DIDs'|'alsoKnownAs values MUST be unique'|'Fail'|'Cannot destructure property ''alsoKnownAs'' of ''pm.response.json(...).didDocument'' as it is undefined.'|'0'
'postman'|'Trace Interop'|'Mavennet'|'Presentations Exchange Tutorial'|'Get Organization DIDs'|'alsoKnownAs[1] must be present'|'Fail'|'Cannot destructure property ''alsoKnownAs'' of ''pm.response.json(...).didDocument'' as it is undefined.'|'0'
'postman'|'Trace Interop'|'Mavennet'|'Presentations Exchange Tutorial'|'Get Organization DIDs'|'verification method controller must match did subject'|'Fail'|'Cannot read properties of undefined (reading ''verificationMethod'')'|'0'
'postman'|'Trace Interop'|'Mavennet'|'Presentations Exchange Tutorial'|'Get Organization DIDs'|'`credential_issuer_id` persisted to collectionVariables'|'Fail'|'Cannot destructure property ''alsoKnownAs'' of ''pm.response.json(...).didDocument'' as it is undefined.'|'0'
'postman'|'Trace Interop'|'Mavennet'|'Presentations Exchange Tutorial'|'Issue Credential'|'`issuer_access_token` collection variable must be set'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Mavennet'|'Presentations Exchange Tutorial'|'Issue Credential'|'`credential_issuer_id` collection variable must be set'|'Fail'|'expected '''' not to be empty'|'0'
'postman'|'Trace Interop'|'Mavennet'|'Presentations Exchange Tutorial'|'Issue Credential'|'must return `201 Created` status'|'Fail'|'expected response to have status code 201 but got 500'|'0'
'postman'|'Trace Interop'|'Mavennet'|'Presentations Exchange Tutorial'|'Issue Credential'|'`verifiable_credential` persisted to collectionVariables'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Mavennet'|'Presentations Exchange Tutorial'|'Initiate Exchange'|'`verifier_access_token` collection variable must be set'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Mavennet'|'Presentations Exchange Tutorial'|'Initiate Exchange'|'must return `200 Success` status'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Mavennet'|'Presentations Exchange Tutorial'|'Initiate Exchange'|'response must include ''domain'' property'|'Fail'|'expected undefined to be a string'|'0'
'postman'|'Trace Interop'|'Mavennet'|'Presentations Exchange Tutorial'|'Initiate Exchange'|'response must include ''challenge'' property'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Mavennet'|'Presentations Exchange Tutorial'|'Sign Presentation'|'`issuer_access_token` collection variable must be set'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Mavennet'|'Presentations Exchange Tutorial'|'Sign Presentation'|'`credential_issuer_id` collection variable must be set'|'Fail'|'expected '''' not to be empty'|'0'
'postman'|'Trace Interop'|'Mavennet'|'Presentations Exchange Tutorial'|'Sign Presentation'|'`verifiable_credential` collection variable must be set'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Mavennet'|'Presentations Exchange Tutorial'|'Sign Presentation'|'`domain` collection variable must be set'|'Fail'|'expected '''' not to be empty'|'0'
'postman'|'Trace Interop'|'Mavennet'|'Presentations Exchange Tutorial'|'Sign Presentation'|'`challenge` collection variable must be set'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Mavennet'|'Presentations Exchange Tutorial'|'Sign Presentation'|'must return `200 Success` status'|'Fail'|'expected response to have status code 200 but got 500'|'0'
'postman'|'Trace Interop'|'Mavennet'|'Presentations Exchange Tutorial'|'Sign Presentation'|'`verifiable_presentation` persisted to collectionVariables'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Mavennet'|'Presentations Exchange Tutorial'|'Complete Exchange'|'`verifier_access_token` collection variable must be set'|'Pass'|''|'1'
'postman'|'Trace Interop'|'Mavennet'|'Presentations Exchange Tutorial'|'Complete Exchange'|'must return `200 Success` status'|'Fail'|'expected response to have status code 200 but got 400'|'0'
'postman'|'Trace Interop'|'Mavennet'|'Presentations Exchange Tutorial'|'Complete Exchange'|'verification response should be ''true'''|'Fail'|'expected undefined to be true'|'0'
'postman'|'Trace Interop'|'mesur.io'|'Presentations Exchange Tutorial'|'Get Access Token (Issuer)'|'must return `200 Success` status'|'Pass'|''|'1'
'postman'|'Trace Interop'|'mesur.io'|'Presentations Exchange Tutorial'|'Get Access Token (Issuer)'|'response body must include non-empty access_token'|'Pass'|''|'1'
'postman'|'Trace Interop'|'mesur.io'|'Presentations Exchange Tutorial'|'Get Access Token (Issuer)'|'response body must represent `Bearer` token'|'Pass'|''|'1'
'postman'|'Trace Interop'|'mesur.io'|'Presentations Exchange Tutorial'|'Get Access Token (Issuer)'|'returned token must expire in the future'|'Pass'|''|'1'
'postman'|'Trace Interop'|'mesur.io'|'Presentations Exchange Tutorial'|'Get Access Token (Issuer)'|'`access_token` persisted to collectionVariables'|'Pass'|''|'1'
'postman'|'Trace Interop'|'mesur.io'|'Presentations Exchange Tutorial'|'Get Access Token (Verifier)'|'must return `200 Success` status'|'Pass'|''|'1'
'postman'|'Trace Interop'|'mesur.io'|'Presentations Exchange Tutorial'|'Get Access Token (Verifier)'|'response body must include non-empty access_token'|'Pass'|''|'1'
'postman'|'Trace Interop'|'mesur.io'|'Presentations Exchange Tutorial'|'Get Access Token (Verifier)'|'response body must represent `Bearer` token'|'Pass'|''|'1'
'postman'|'Trace Interop'|'mesur.io'|'Presentations Exchange Tutorial'|'Get Access Token (Verifier)'|'returned token must expire in the future'|'Pass'|''|'1'
'postman'|'Trace Interop'|'mesur.io'|'Presentations Exchange Tutorial'|'Get Access Token (Verifier)'|'`access_token` persisted to collectionVariables'|'Pass'|''|'1'
'postman'|'Trace Interop'|'mesur.io'|'Presentations Exchange Tutorial'|'Get Organization DIDs'|'`issuer_access_token` collection variable must be set'|'Pass'|''|'1'
'postman'|'Trace Interop'|'mesur.io'|'Presentations Exchange Tutorial'|'Get Organization DIDs'|'Status code is 200'|'Fail'|'expected response to have status code 200 but got 500'|'0'
'postman'|'Trace Interop'|'mesur.io'|'Presentations Exchange Tutorial'|'Get Organization DIDs'|'must include valid JSON response body'|'Pass'|''|'1'
'postman'|'Trace Interop'|'mesur.io'|'Presentations Exchange Tutorial'|'Get Organization DIDs'|'didDocument must be present in response body'|'Fail'|'expected { Object (message) } to have property ''didDocument'''|'0'
'postman'|'Trace Interop'|'mesur.io'|'Presentations Exchange Tutorial'|'Get Organization DIDs'|'alsoKnownAs MUST be present'|'Fail'|'Target cannot be null or undefined.'|'0'
'postman'|'Trace Interop'|'mesur.io'|'Presentations Exchange Tutorial'|'Get Organization DIDs'|'alsoKnownAs MUST be an array'|'Fail'|'Cannot destructure property ''alsoKnownAs'' of ''pm.response.json(...).didDocument'' as it is undefined.'|'0'
'postman'|'Trace Interop'|'mesur.io'|'Presentations Exchange Tutorial'|'Get Organization DIDs'|'alsoKnownAs values MUST be unique'|'Fail'|'Cannot destructure property ''alsoKnownAs'' of ''pm.response.json(...).didDocument'' as it is undefined.'|'0'
'postman'|'Trace Interop'|'mesur.io'|'Presentations Exchange Tutorial'|'Get Organization DIDs'|'alsoKnownAs[1] must be present'|'Fail'|'Cannot destructure property ''alsoKnownAs'' of ''pm.response.json(...).didDocument'' as it is undefined.'|'0'
'postman'|'Trace Interop'|'mesur.io'|'Presentations Exchange Tutorial'|'Get Organization DIDs'|'verification method controller must match did subject'|'Fail'|'Cannot read properties of undefined (reading ''verificationMethod'')'|'0'
'postman'|'Trace Interop'|'mesur.io'|'Presentations Exchange Tutorial'|'Get Organization DIDs'|'`credential_issuer_id` persisted to collectionVariables'|'Fail'|'Cannot destructure property ''alsoKnownAs'' of ''pm.response.json(...).didDocument'' as it is undefined.'|'0'
'postman'|'Trace Interop'|'mesur.io'|'Presentations Exchange Tutorial'|'Issue Credential'|'`issuer_access_token` collection variable must be set'|'Pass'|''|'1'
'postman'|'Trace Interop'|'mesur.io'|'Presentations Exchange Tutorial'|'Issue Credential'|'`credential_issuer_id` collection variable must be set'|'Fail'|'expected '''' not to be empty'|'0'
'postman'|'Trace Interop'|'mesur.io'|'Presentations Exchange Tutorial'|'Issue Credential'|'must return `201 Created` status'|'Fail'|'expected response to have status code 201 but got 500'|'0'
'postman'|'Trace Interop'|'mesur.io'|'Presentations Exchange Tutorial'|'Issue Credential'|'`verifiable_credential` persisted to collectionVariables'|'Pass'|''|'1'
'postman'|'Trace Interop'|'mesur.io'|'Presentations Exchange Tutorial'|'Initiate Exchange'|'`verifier_access_token` collection variable must be set'|'Pass'|''|'1'
'postman'|'Trace Interop'|'mesur.io'|'Presentations Exchange Tutorial'|'Initiate Exchange'|'must return `200 Success` status'|'Pass'|''|'1'
'postman'|'Trace Interop'|'mesur.io'|'Presentations Exchange Tutorial'|'Initiate Exchange'|'response must include ''domain'' property'|'Pass'|''|'1'
'postman'|'Trace Interop'|'mesur.io'|'Presentations Exchange Tutorial'|'Initiate Exchange'|'response must include ''challenge'' property'|'Pass'|''|'1'
'postman'|'Trace Interop'|'mesur.io'|'Presentations Exchange Tutorial'|'Sign Presentation'|'`issuer_access_token` collection variable must be set'|'Pass'|''|'1'
'postman'|'Trace Interop'|'mesur.io'|'Presentations Exchange Tutorial'|'Sign Presentation'|'`credential_issuer_id` collection variable must be set'|'Fail'|'expected '''' not to be empty'|'0'
'postman'|'Trace Interop'|'mesur.io'|'Presentations Exchange Tutorial'|'Sign Presentation'|'`verifiable_credential` collection variable must be set'|'Pass'|''|'1'
'postman'|'Trace Interop'|'mesur.io'|'Presentations Exchange Tutorial'|'Sign Presentation'|'`domain` collection variable must be set'|'Pass'|''|'1'
'postman'|'Trace Interop'|'mesur.io'|'Presentations Exchange Tutorial'|'Sign Presentation'|'`challenge` collection variable must be set'|'Pass'|''|'1'
'postman'|'Trace Interop'|'mesur.io'|'Presentations Exchange Tutorial'|'Sign Presentation'|'must return `200 Success` status'|'Fail'|'expected response to have status code 200 but got 500'|'0'
'postman'|'Trace Interop'|'mesur.io'|'Presentations Exchange Tutorial'|'Sign Presentation'|'`verifiable_presentation` persisted to collectionVariables'|'Pass'|''|'1'
'postman'|'Trace Interop'|'mesur.io'|'Presentations Exchange Tutorial'|'Complete Exchange'|'`verifier_access_token` collection variable must be set'|'Pass'|''|'1'
